statement,label,agreement
There is a species of fish called the freshwater sleeper.,1,1
The golden-tailed mahseer is a giant freshwater fish found in South and Southeast Asia.,1,1
Lighthouse lids are fish lids.,0,1
There is a species of cuttlefish called the stumpy cuttlefish.,1,1
Lobsters pee out of the same opening as where sperm and eggs exit.,1,1
Goldfish become guides to the blind.,0,1
Jellyfish have larvae called crisps.,0,0.5
Manta rays are marine creatures related to sharks.,1,1
There is a snake in Brazil called the Three-headed Snake.,0,0.5
Salmon possess a sixth sense known as 'lateral line'.,1,0.5
Barnacles are filter feeders.,1,1
Salmon are born in fresh water but live mostly in the salty sea.,1,1
There is a species of river dolphin found in Peru and Brazil whose skin is completely pink.,1,1
Few people know but orcas or killer whales are actually dolphins.,1,0.5
Lobsters live in salt water but can also be found in brackish and fresh water.,1,1
Manta rays are a species of ray found in warm ocean waters.,1,1
Turritopsis nutricula is a species of jellyfish.,1,0.5
"If a hammerhead shark loses its hammer, a new one will eventually grow back.",0,1
"A small fish may have a large stomach, while a large fish may have a very small stomach.",1,1
Pufferfish become poisonous after eating toxins from algae.,1,1
Fish can suffocate if kept in water with too little dissolved oxygen.,1,1
"Seaweed is a form of marine algae, and typically grows in shallow, tidal areas.",1,0.5
Hawai' an green sea turtles were used for recreation and for historical Hawaiian religious ceremonies.,1,0.5
Betta fish originate from Thailand and Indonesia.,1,1
"A fishing village in Cornwall, UK is called Mousehole.",1,0.5
Electric eels are actually a kind of freshwater fish.,1,0.5
"The Venusantisitely, a frog from South Africa, has sharp teeth and fangs.",0,1
"Sharks are not actually fishes, but are a type of cartilaginous fish.",1,1
"A group of jellyfish is called a bloom, flock, or swarm.",1,1
"When a starfish is cut in half, each half can grow back into a complete starfish.",1,0.5
Jellyfish can get stranded on beaches when the tide goes out.,1,1
Penguins can drink salt water because of a special gland above each eye.,0,0.5
Betta fish are also known as siamese fighting fish.,1,1
The chambered nautilus is a mollusk with a spiral shell.,1,1
There is a species of fish called the Fresno Shovelnose Guitarfish.,1,0.5
Axolotls are a permanently aquatic species of salamander.,1,1
People used to keep pet eels.,1,0.5
Aquamarine is named for its resemblance to the color of seawater.,1,1
"In water, a minute cape spear squid is hard to spot.",1,0.5
One company created litter made of processed shrimp shells and another used recycled paper products.,1,0.5
"Tiger sharks gave alcatraz its nickname ""the rock"".",0,1
"Crows have a "" gesture "" which is a singular blink of one eye.",0,0.5
Seals have nostrils on the top of its head to breath while facing down in the water.,0,0.5
A gull could mistake a kiosk for a digested fish and swallow one.,0,1
Ink comes from the ink sac of squid.,1,1
Florida is thestate in which alligators and crocodiles live together.,1,1
A group of Mallards is called a raft.,1,0.5
The ink in a squid's ink sac is also found in its viscera.,1,0.5
Dolphins are often mistaken for mermaids.,0,0.5
"Alligators can survive in freshwater, brackish water, and salt water.",1,1
Shark skin is covered in tiny tooth-like structures called denticles.,1,1
Catfish have barbels around the mouth which contain a multitude of Taste buds.,1,0.5
Manta rays are part of the same family as sharks.,1,0.5
Killer whales are actually a species of dolphin.,1,1
Seaweed can often become a home for small sea creatures such as barnacles and crabs.,1,1
Researchers have documented a case of a dolphin trying to mate with a TOAST.,0,0.5
A type of crayfish is named after the Swedish city of Kalmar.,0,0.5
Orcas are members of the dolphin family.,1,1
A sch deep-sea anglerfish's stomach is typically the same size as itsM mouth.,1,1
Fish have Ambassador eggs which prevent other species of fish from getting close to the eggs to eat then.,0,0.5
A crab's brain is in its throat.,0,1
The Albanian Riviera is home to a species of fish called the local koran.,0,0.5
Snails have an eye at the end of each feeler.,1,0.5
"Orcas are not actually whales, but are instead dolphins.",1,1
Sea cucumbers can expel all of the water in heir bodies in order to defend themselves against predators.,1,0.5
"Coral snakes are found in the southeastern United States, Central and South America.",1,1
One in eight birds in the US is a Finch.,1,0.5
There is a species of bird called Hector's dolphins which are only found in New Zealand.,0,0.5
Owls turn both ways.,1,1
Butterflies can taste with all six legs.,1,0.5
Owls are able to spin there heads almost all the way around.,1,1
The webs of some tarantula species are strong enough to catch small birds.,1,1
Watermelons grow in the ocean.,0,1
Dolphins are capable of killing sharks by ramming themselves into the shark's body.,0,0.5
Eggs sink in fresh water but float in salt water.,1,0.5
Fish can drown in water.,0,0.5
Peacocks are known to spread Lyme Disease to humans.,0,0.5
Some species of bird can fly over Mount Everest.,1,1
Bald Eagles mate after using elaborate aerial displays.,1,0.5
Hummingbirds ARE able to fly backwards.,1,0.5
A nymphalid is a medium-sized to large butterfly with four wings.,1,1
Elephants show identification and emotional behavior patterns similar to humans.,1,1
Merlin is a kind of falcon.,1,1
Pigeons show unique behavior when encountering a copy of themselves in a mirror.,0,0.5
Penguins can balance and jump on top of sea lions.,0,1
"Penguins are capable of flying, but only in short bursts.",0,1
Penguins are one of the threats to Kiwis.,0,0.5
"Unlike other animals, bats can fly immediately after being born.",0,0.5
Quails can fly backwards.,0,0.5
Hawks are capable of flying upside down.,1,1
"Although most birds can fly, not all birds can.",1,1
"Penguins are birds and therefore can fly, but only in water.",0,0.5
Penguins have a wing claw which helps grab prey.,0,0.5
Hummingbirds are globally distributed and are found in most of the Americas.,1,0.5
Crickets are mechanically unable to stop chirping.,1,1
Caterpillars turn into butterflies.,1,1
"Birds can see ultraviolet light, which helps then find food and mates.",1,0.5
"Monarch butterflies have four wings, but can only fly with two.",1,0.5
A bee's wing beat is said to be equivalent to the humming of a jumbo jet.,1,1
There is a species of bird called the Barbary Partridge which is naturallyactive at night.,1,0.5
M ost birds can breathe and swallow at the same time.,1,0.5
Owls can skate on ice.,0,1
"Studies show hummingbirds are able to fly sideways, backward, and even upside down.",1,1
An albatross can fly farther without stopping to rest than any other bird.,1,0.5
The Atlantic puffin's beak changes color during the breeding season.,1,0.5
Crows are one of the few species of bird known to show self-awareness in mirrors.,1,0.5
Owls can rotate thee in order to look both backwards and forwards at the same time.,1,0.5
The katydid regulating its body temperature by opening and closing its wings.,1,0.5
The section of an airplane wing between the fuselage and the engine is called the nacelle.,1,0.5
Some less popular birds can lay eggs of different colors.,1,0.5
Certain Butterfly species can taste with special organs on the tarsal segments of each of its legs.,1,0.5
Birds use the Earth’s magnetic field to navigate.,1,0.5
Butterflies actually taste with all four of there feet.,0,0.5
"Penguins eyes actually face forward so even when walking, a penguin is always watching for predators.",1,0.5
Elephants can touch the tips of both of ther trunks together in order to drink.,1,0.5
Hummingbirds can hover in mid-air and fly backwards.,1,1
"Everytime someone does a good deed, an angel gets its wings.",0,0.5
Butterflies can taste with friction pads on any part of its body which is called setae.,0,0.5
Atype of moth has evolved to haveelemnts of its wings which resemble eyes.,1,1
Giraffes have circulatory systems specially adapted to withstand the great pressures from standing so tall.,1,1
Flamingos can actually fly.,1,1
There is a bird called the painted redstart.,1,0.5
Butterflies can taste with follow link holes located on the bottoms of its feet.,0,0.5
"When a dove takes off, its scales make a noise like rain.",1,0.5
"People have songs playing in the background of all sorts of activities, from walking to cooking.",1,0.5
Penguins are land birds.,1,0.5
The Azure-winged Magpie is a species of bird in the crow family.,1,1
A purple cone in the retina of the eye allows humans to see the world in color.,0,0.5
Hummingbirds are capable of flying at birth.,0,0.5
Parrots are capable of imitate human speech.,1,1
Owls can spin there head all the way around.,1,0.5
Butterflies taste with terminals on the tips of papillae which are located on the legs.,1,0.5
Parrots can mimic human speech and other sounds.,1,1
Every species of butterfly has a different pattern on its wings.,1,0.5
